,text,label
117,yaseminavciiiiii Adamdan korktum bu ne ya mafya gibi 😒,0
118,ceminur@songuel_dogan yorumlara bak çok güldüm 😂😂😂,0
119,musa_srds.12@hakabdeniz ne lise cağı acaba . Okuyorum ama lise değil ayrıca merak etmeyin kimse aileme zarar veremez verdirtmem ben burada şiddete göz yummadım . Ama hepiniz bu yazıdan bunu çıkardınız asil eğitim alması gereken sizlersiniz . şu ana kadar saygı çerçevesinde yorumlarınıza karşılık verdim ama sizin yazdığınız damarıma bastı lütfen ...,0
120,5. 💎Her ay ürün alma zorunluluğu yok 🦋,0
121,igne_oyasi_zumram_dilaraeren53 yakında erkeklerde uzun sac modası olacak kadınlarda kısa saç modası 👏👏👏,0
122,leyla_elif_kerem Ne gerek var saklamaya boşanmışsın etmişsin yani,0
123,nihalozbek51 @nazannsahin bravo 👏👏👏,0
124,#FAA,0
125,rfkbkts@b_keskinsoy3561 katılıyorum size ve bunun üzerinden reklam yapan ünlüler var geçmişlerine bakmadan şiddetin her türlüsüne karşıyım ama şiddet gören kişi ünlü olunca ayaklanan bu kişiler şimdiye kadar neredelerdi bu kadar kadın şiddete maruz kalıp ölürken,0
126,ozum_81_Hayat devam ediyor 😉😉💖,0
127,akalin meltem Cümle kurmuş son dakika oda yanlış olmuş bari susmayı deneseydi,0
128,xangellinaxa Bir insanın insandan öte bir bayanın şiddet görmesi kadar kötü bir şey olamaz. Kaldı ki durumu yalanlayan bu kadar insan aynı şiddeti siz görseydiniz? Sıla’nın vücudundaki darp izlerini de yalanlasanıza?,0
129,elvinyilmaz18@byyalnizz 😂👍,0
130,kubraoguz@yaseminozilhan kesinlikle 👍🏻❣️,0
131,nnemsekinagafteww Boyundaki benler aynı @2.sayfaofficial,0
132,hilal.t.tuzcu Hiç inandırıcı değilsin,0
133,Volkan o tezahüratı sana Kayseri spor iade etti ???? 4 tane ya Kayseri'den,0
134,gulsah_yaziyor kocası sevgilisi olanlar..gülben boşa düştü.. tehlike kapıda ..kapıyı bacayı kapatin.. aman dikkat 😂,0
135,"sehvars Bu iki fotoğraftaki kadın farklı, daha da estetiksiz seçilirdim diye saçmalaması iyice kötü. Doğal güzel kadınların hakkını yemiş oluyor ama tabi (besbelli estetik harikası olan yüzü )ilk elemede seçenlerin hatası...",0
136,sweden123456Fuck you're families,0
137,zekiye gokalp Yani 🤔🤔🤔tek anlamayan ben miyim😁😁,0
138,"jaleparlaksede fHamarat kadın seni, sarı da yakışır ama kestirme",0
139,gizem.0901@gulseensari herkese aynı cevabı yazmışsın. Başka cümle kuramıyorsun sanırım. Buralarda insanlara hakaret edeceğine git biraz kitap oku kelime dağarcığını geliştir. Kültürsüz. Ajdahanım sana da biraz kepçeyle beyin yedirsin. İhtiyacın var. Bol bol ye ama,0
140,👉sayfamda ki linkimden üye olabilirsiniz.Kataloğunuzu istemeyi unutmayın😉,0
141,isullll@eda_hunerli @bircanbalii kesinlikle..,0
142,yıldırm65Ben birtane durum yedim zaman benim tam da bu kadar oluyor göbeğim yemin ederim 😭😭😭,0
143,edaa.efeee @afteranother @ipekceran 😂😂😂😂,0
144,seda.akol@betul9848 bende Beğendim güzelmiş,0
145,tenzilelidya Ben olsam bugün bu paylaşımı yapmaya utanırdım. Evet hak olabilir bedelli askerlik gidenlere de hak veriyorum sessiz sedasız bitirip sağ salimde dönsünler. Âmâ Böyle paylaşımları gören şehit yakınlarının ne hissedebileceğini zerre kadar düşünmüyorsunuz.Pess!!,0
146,1991goz Küpeler aynı,0
147,gulsentayfur Boş yapma Ahmet,0
148,elffnazli Boynunda ki benlerden belli emine,0
149,tgbglnaydn Koca avcıları parlıyor😃,0
150,tugba132916051013_@drn.sema aynen öyle,0
151,rabiadinc1903 Kızı,0
152,birsensungar Neden bu çocuk her sahnede soyunuyor anlamadım Havalandırma yok mu,0
153,gamze_gzmakcay77@banublg o kadar dayak yiyen kadın var abla sıla için ayaklanma neden,0
154,nazli_rasim_sekergumus Dudakları da Allah tarafından şişirilmiş herhalde 🤣🤣🤣🤣,0
155,k3r1m_0zsoy Merhaba arkadaşlar Hipodromda koşan at gibisin şarkısını dinleyin arkadaşlar merak edenler youtube dan dinleyebilirler.,0
156,yasamdangüzellikler Bu kızı değil Emine...Benleri bile aynı ...Sadettin Saran'da gözümden düştü...,0
157,kafnury Emine değil,0
158,nesliii87 okur musun yazıyı,0
159,zuhalmesum@hamideakkologlu kız senin şu öfkelerinin çok tatlı senide ayrıca buradan takip ediyorum 🤪 hiç es geçmiyorsun 😘,0
160,ozlklc🤣🤣🤣,0
161,nazila.saadati68 Hayır çok sevmedim 🤔,0
162,baharflzctll  Çevredeki insanlar ister mi böyle bir görüntü besleyecekse ileride bir yere koysun bir şeyler yemek masasında değil her şeyleri abartı restoranda sesini çıkarmaz ünlü biri var diye yazı yani.,0
163,dag.orhn@damlaahi hadi buyur gördün mü sanki kendisi tok,0
164,busseaayy Boynundaki benler🤦🏼‍♀️,0
165,nuran_keles61 Serap gördüm sanki😄😄,0
166,elvannkozan Siz zaten bundan çok çok güzelsiniz @eliffs.ylmz@aysemmylmaz ❤❤❤,0
167,iki kardeş__#gezicisılayainatahmetkuralınyanındayız ...,0
168,gezici8383 Paranin boşa gittigi o an😎,0
169,yasemin.yazar.7982@moonlightx0q bir kadın olarak ne kadar zekice bir açıklama kadında o kadar para var reklama ihtiyacı yok ne derdi var diğer bütün kadınlar da sahte rapor çıkardı herkes Ahmet kuraldan intikam Peşinde pes,0
170,sinan_02_0 @2.sayfaofficial Demet Özdemirle Seçkin Özdemir ayrılmış,0
171,ysm.cglrhn.bas Kesinlikle Emina boynundaki benlerden belli @2.sayfaofficial,0
172,sibellcin @neclatekinn__  Allah seni ne dim ha,0
173,elifaktu@darkwoman.85 😂 aynen,0
174,selinapnr@sengulengec aynen öyle ya,0
175,mybbnna Normalde beğenirim ancak bu sefer👎,0
176,kurabiyen 😅😅,0
177,_linasmom_59@nagish45 benim şeker hastalığından dolayı karın çevresi 1 hafta geriden geliyor.. Ve 2500 u geçmez dedi doktor. 3 gündür ağla ağla içim çıktı. İnşallah bir sağlık sorunu olmaz. Kilo hallolur,0
178,dilber tanriover Adam iki günde çokmuş ya,0
179,say.rabia@gizmoo.v dünya turu yapardık o paraya be 😳,0
180,Güray Vural vuruyor 48 metreden gol,0
181,"hilal.dgr Ayy Allahım, kız o bacaklar ne!!! Resmen kız parantez açıp kapatmış 😂😂😂",0
182,_dentworld_Sılanın aşırı tahrikte bulunduğuna eminim ve anlatıldığı gibi darp yok.. 2 gün sonra şikayet etmesi çok saçma işin içinde başka bir iş var,0
183,dinler_aysegul Dişi dışarıda kalmış😂,0
184,merve21demirciAhmet Kuralın yanındayız her zaman ben haksız olduğunu düşünmüyorum,0
185,gulay94_94@abdasya söylemezsem olmazda ki sunucu Bircan Bali,0
186,selemse__Hadi Oradan @,0
187,sermintunel@byyalnizz hahaha👌,0
188,merve_birhan 😠,0
189,sevdaaydgn@mujgancntrk kül tablası filan yalan mış.,0
190,necla_ecun Altta ki açıklamadan önce Öykü'nün sevgilisi mi diye düşünmedim değil meğer Öykü'nün ta kendisiymiş 😂😂,0
191,emine_zengin_koca@sumeyrakirmacibulbul 😂😂😂,0
192,sema_ibrahimm 😅,0
193,suna.cotuk Vah vah gençlerimiz ne hâlde,0
194,sel2523 Süper kendi de çok güzel 😉,0
195,yigitcanbaskut Herhangi bir küçümseme maksadı içermiyor yorumum. Eğer estetiksiz hali gördüğümüz fotoğraf işe Türkiye güzeli seçilmiş olması toplumla dalga geçmektir. Türkiye’nin ilk güzellik yarışmalarının görüntülerine açıp bakınız. Doğal güzellik o dönemler hakimdi.,0
196,onurhandagc👍👍👍👍👍,0
197,"cicek.sacli.kadın İki fotoğrafta da aynı yerlerde( boyun kısmı)"" ben"" var. Kulakları bile aynı. Ne kızı...",0
198,xxe01 Gitti güzelim saçlar 👩🏼,0
199,xolspsaAdam gibi adam @,0
200,ne_ararsan_var_27@aydin.ardic acaba şimdi kimin için toplandılar,0
201,zehrasiimsek@ddilara.gul boynunda iki tane ben var onlarda aynı jdkfdjd,0
202,cakrrrmrve@derya.ecrn bende,0
203,betuss_cn Anlatmaya gerek yok görüyorsunuz🤣🤣,0
204,Vaa,0
205,vsdolap Victoria’dan Secret ürünleri burada👈👈👈👈❤️,0
206,201586mediko😂😂😂😂😂,0
207,FENERBAHÇE ????????????,0
208,çağlar_mescioglu Ay hayır,0
209,_firat_kaya_Ahmet kral,0
210,ayse.efe.keven 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0
211,melekdrvl@tolunaya_ sanat mı slföwşgöödösö,0
212,İşte böyle yersen böyle volkan cim???????,0
213,"sevdzhan03 Ne gerek var , 🧐",0
214,hulya_antal güzel,0
215,mujganyirik@sshdackl53 aslıhan da arda sinem ile birlikteyken herife asıldı durdu. Hatta ilişkinin bitme nedenlerinden biri,0
216,handeyener_fanpage he he zor günü baksana bulmuş yine başka bir Villa,0
217,n.armantalab 100 de 100 emine,0
218,elagram@sema.yamannnn o sokak hayvanlarının size zararı ne? Siz orda hayvan gibi yerken onlara bir lokma verenler mi gözünüze batıyor? Kadının kendi yemeği ister kendi yer ister kediye verir,0
219,serapsoyer@ayseedaozTürk çok da mutlu gözükmüyor zaten,0
220,meltemmelisarda Hayır,0
221,bakubijuteri Bu emine değil yanak,0
222,emel_poyraz_ercan_elifnazcihat tamer doğru demiş 👏,0
223,atike_2222@esrameryemm aynen😂😂,0
224,saracoglu.melis@yorum.ifsa yorumlar yıkılıyor😅👍,0
225,thechiclook Biraz zor seçilirdin 😳,0
226,kimki.06@kokosu81 @fadiimenur@ayshe_ibrhm_,0
227,hilaalyurtseveen @caansuisik seviyoruz bu çoçuğu  be,0
228,oyku_karayelim_@aleyna_ofc_polat_ haklısın,0
229,prvn.nsbliİki fotoda da kadın da aynı benler,0
230,sevdamuraterustun Ona her şey yakışır şahane bir kadın👍💜😘 @oykuserter@2.sayfaofficial,0
231,pinaryyu @cam_damacana_su 😄,0
232,tubishhh61@secilaçaryazi kesin torpilli,0
233,pinarkaygsz@ayca_yasr 👏 aklımdan geçenleri yazmışsın,0
234,sevdaguney3504@oguzyilmaz543 😂😂😂😂👍👍,0
235,stalkergeldi0sila nın cinsel tercihi kadın deniliyor magazin programın da. madem öyle neden Ahmet kuralla tekrar barıştı adamın duyguları ile oynuyor. Sizin tek hatanız ve büyük hata şiddet uygulamanız. ayrılacaktınız ve bütün her şeyi ortaya dökülecekti,0
236,mervetutuncuaygul @afteranother 👏👏,0
237,cigdemm409  Estetiksiz 1. seçilebileceğine ihtimal vermiyorum. Naçizane görüşüm...,0
238,alwaysyagmur Yağmur tabi ki ❤❤,0
239,kocabassebnem Eski hali daha iyi bence farklıymış ama estetikli hali herkes gibi aynı burun aynı dudak,0
240,karacayss Kız bildin beee @bircanbalii,0
241,meltemoztek@ayferer.okyanus kesinlikle görsel hafıza resim çizerim bir kere bakma ile belli birebir 🤭🤭🤭🤭,0
242,keremuluerEvetttt bu da bir insan konuştukça nasıl batar adlı çalışmamız😂,0
243,janjan_cansu Kadını bir öldürmediğin kalmış sıradan bir Tokat olsa Sıla'nın mahkemede ne işi var? Herkes ilişki yaşıyor neden herkes birbirine tekme Tokat dalmıyor sorun sizde,0
244,"semabyuk Kulak kıvrımları , burun yapısı , kaş yapısı , boyunda olan iki beni , boyun yapısı aynı",0
245,??,0
246,kocatepe.ali@kocatepe.ali @silagencoglu @ahmtkural,0
247,nebahatsevket@serasem 🤣🤣🤣,0
248,kfts_x Bircandan almıştık haberi @bircanbalii,0
249,sarihalil4461Ah bir de konuşabilse neler neler anlatacak da😣,0
250,meltemmelisarda@tugbahatipoglukurtaynen,0
251,emirhannhaymanali @mavihuysusmemelerine sünger koysaymış bari boş boş,0
252,Oo tezavratlar sana. Yeter????????,0
253,istek912010 yok artık hiç benzemiyor yalnız eski hali gülüşü sıcacık diğer hali buzlar kraliçesi mimik denilen Bir şey yok @2.sayfaofficial,0
254,canankilokontrol Kolay kilo kontrol yapıyoruz #herbalife ile,0
255,merttamTürk1903ADAMMISIN AHMET KURAL,0
256,kevsergormez1♥️♥️♥️♥️😘,0
257,betlkorkmzzz Emine'nin fotolara baktım benler aynı yerde sağda ki foto ile aynı😂😂 ama şimdi şöyle Bir şey var bundan bize ne ya da aralarında bir şey varsa açıkça söylesinler 😏 ünlü değiller mi kim ne diyecek 😂,0
258,zahirorman Yasemin Özilhan,0
259,emine0731 İsraf israf israf çok kızıyorum bu partilere,0
260,fulyagnc85 Çok yakışmış.,0
261,raiha_020 Bircan Bali haklı çıktı,0
262,tucpmk😔üzülme sen be Allah her şeyi biliyor.,0
263,_ahuramoglu_ Ya siz neler söylüyorsunuz bir kere inanmıyorum ama Ahmet kural böyle bir şey yapmış olsa bile sizin böyle demeniz de kendisine psikolojik şiddet uygulamanız anlamına gelir ayrıca nasıl bu kadar emin olabiliyorsunuz anlamıyorum insanız hepimiz bende bazen vücudumun çeşitli yerlerinde morlukları görüyorum kapı kenarına vs. çarpmış olabiliyorum bunun bir tartışmanın çarpıtılması olabileceğini neden hiç düşünmüyorsunuz eğer Ahmet kural böyle bir şey yapmışsa bile siz böyle nefret içeren şeyler yazarak çok mu yardımcı olduğunuzu düşünüyorsunuz? Eğer bu olay gerçekse sılanın yanında dururuz fakat daha ortada kesin bir bilgi yokken böyle konuşmaya hakkınız yok(bu arada bu şiddete karşı çıkıyor gibi görünen insanlara sesleniyorum sizin insanlara şiddet uygulayıp uygulamadığınız ne malum? İlk önce kendinize çeki düzen verin derim),0
264,"yasmin_efe_hos Estetikli halinle bile nasıl 1,",0
265,mert190793Sıla namussuzluk yapacak kadın değil o yüzden o hiçbir şeyi hakketmemiştir kaç milyon sılaya gönül veriyor senin gönlün olmasa ne yazar...,0
266,gamzegezer197 Estetik sağ olsun,0
267,nrmntnc Boynundaki benler aynı ama😄,0
268,do_tkn Allahım iyi ki çok param yok ,0
269,bulent_mustafa_kamer Madem el kaldıracan git annene kardeşine el kaldır Allah’ın emaneti olana değil 😡😡😡😡,0
270,gezginkadınn@elaytugg evet aynen bebeğim katılıyorum 💕,0
271,👉@marangozhane34 💌 #takip #ahşap#tasarım #model #toptansatis #söz #nişan#nikah #kütükmumluk #organik#söztepsisi #mumluk #wood#evdekorasyon #hediye #mobilya #wood#onlineshopping #baharatlık#marangozhane34 #raf #kitaplık#youtuber #likeforlikes #terek #beşik #raf#terek,0
272,hesenim3 😮,0
273,damlags83 Süper💜,0
274,buketgulkan@nuket_gulkan @aysesoydas@iremtokmak @ece.naz.inci bu sayfayı sırf yorumlar için takip ediyorum 😃🙄😂,0
275,musazade_093😀doğru Söyleseydin bari😂,0
276,eminegcl Eskiden bu tipler kapıya çıkamıyormuş safinaz bir tip işte,0
277,aysun_aksekerc E yüzük hala duruyor boşanmıştı değil mi @2.sayfaofficial,0
278,nesrinkulahli@zynpzeze helal olsun sana nasıl fark ettin😂,0
279,"optimist3035Ben 7,5 aylık hamileyken ne yanlış yaptım?😏",0
280,htcdnmz23@fpburakyorukk he bilader he,0
281,selver.e O nasıl bir anne diye sesleniş ya😨😨😨tiksindim😝😝😝,0
282,zafersoy Kıskanmayın lan 😂,0
283,merveonurkeremerdem No,0
284,sera_emir@pembeseker0 ama kulakları benzemiyor yav,0
285,_jehan_a_Ayakkabıların neden büyük 😃,0
286,sevgul_kazanc_nari_@gunes_sny hala var 😂😂geçen oğlum almış üstelik 3 lira ve şekerde vardı,0
287,cemirimm Keşke gülmesen,0
288,farmasi.Türkiye.satış.üyelik🧚‍♀️Kozmetik💜 ürünleri 💙sayfamda 💛geliş ❤️fiyatına 🧚‍♀️70tl 🎈üzeri Kargo 📦 ücretsiz 🧚‍♀️kaçırmayın sipariş için dm 🧚‍♀️,0
